# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
2007 05 11 27524 27524.5 2371 21  0.333  0.333  0.000  0.333  1.000  0.667  1.000  0.667    2    2    0    2    4    3    4    3     2  23     71.5     72.9 2
2007 05 12 27525 27525.5 2371 22  0.667  1.000  0.333  1.000  0.333  0.333  0.000  0.333    3    4    2    4    2    2    0    2     2  22     71.4     72.9 2
2007 05 13 27526 27526.5 2371 23  0.333  1.333  0.667  0.667  0.333  0.333  0.000  0.000    2    5    3    3    2    2    0    0     2  18     73.5     75.0 2
2007 05 14 27527 27527.5 2371 24  0.333  0.333  0.333  1.000  0.333  0.667  1.333  0.333    2    2    2    4    2    3    5    2     3  30     72.9     74.4 2
2007 05 15 27528 27528.5 2371 25  1.000  0.667  1.000  1.333  1.333  0.667  1.333  1.333    4    3    4    5    5    3    5    5     4  30     76.9     78.5 2
2007 05 16 27529 27529.5 2371 26  0.333  1.000  0.667  0.667  0.667  0.333  0.667  1.333    2    4    3    3    3    2    3    5     3  32     77.1     78.9 2
2007 05 17 27530 27530.5 2371 27  1.000  1.000  0.667  0.667  1.000  0.333  1.667  2.667    4    4    3    3    4    2    6   12     5  40     76.5     78.3 2
2007 05 18 27531 27531.5 2372  1  2.333  1.667  3.667  4.000  4.333  3.000  2.333  2.667    9    6   22   27   32   15    9   12    16  42     75.8     77.6 2
2007 05 19 27532 27532.5 2372  2  2.000  2.333  3.000  2.667  2.667  2.667  3.333  2.333    7    9   15   12   12   12   18    9    12  37     74.8     76.6 2
2007 05 20 27533 27533.5 2372  3  2.667  1.667  1.333  1.333  1.000  1.000  1.333  2.333   12    6    5    5    4    4    5    9     6  23     74.1     75.9 2
2007 05 21 27534 27534.5 2372  4  2.333  1.000  0.000  0.333  0.333  1.000  1.667  3.000    9    4    0    2    2    4    6   15     5  18     73.2     75.0 2
2007 05 22 27535 27535.5 2372  5  1.000  1.000  1.333  1.333  3.000  3.000  4.333  4.000    4    4    5    5   15   15   32   27    13  15     72.0     73.7 2
2007 05 23 27536 27536.5 2372  6  4.333  3.000  4.667  5.333  4.000  2.333  5.000  5.000   32   15   39   56   27    9   48   48    34  23     70.1     71.9 2
2007 05 24 27537 27537.5 2372  7  5.667  3.333  3.333  2.333  4.000  4.000  4.667  4.667   67   18   18    9   27   27   39   39    30  15     69.9     71.7 2
2007 05 25 27538 27538.5 2372  8  1.667  2.333  3.000  3.000  2.667  3.333  4.000  2.333    6    9   15   15   12   18   27    9    14   0     68.1     69.9 2
2007 05 26 27539 27539.5 2372  9  3.000  3.667  2.333  3.000  3.000  3.000  2.333  2.000   15   22    9   15   15   15    9    7    13   0     67.7     69.5 2
2007 05 27 27540 27540.5 2372 10  2.333  2.000  2.667  3.000  2.333  3.000  2.333  1.667    9    7   12   15    9   15    9    6    10   0     67.0     68.8 2
2007 05 28 27541 27541.5 2372 11  2.333  1.667  1.000  1.000  1.000  0.000  0.333  0.667    9    6    4    4    4    0    2    3     4   0     68.7     70.5 2
2007 05 29 27542 27542.5 2372 12  0.333  1.000  1.000  0.667  1.000  1.667  1.000  1.000    2    4    4    3    4    6    4    4     4  12     69.6     71.5 2
2007 05 30 27543 27543.5 2372 13  1.333  1.000  0.667  0.667  0.667  0.667  0.333  0.333    5    4    3    3    3    3    2    2     3  12     70.7     72.6 2
2007 05 31 27544 27544.5 2372 14  0.667  0.333  0.333  0.333  0.333  0.667  1.333  2.000    3    2    2    2    2    3    5    7     3  12     74.6     76.7 2
2007 06 01 27545 27545.5 2372 15  2.000  1.667  0.667  1.667  0.667  1.667  2.333  2.333    7    6    3    6    3    6    9    9     6  34     79.4     81.6 2
2007 06 02 27546 27546.5 2372 16  2.000  2.000  2.000  1.333  0.667  1.667  1.000  1.667    7    7    7    5    3    6    4    6     6  44     83.2     85.6 2
2007 06 03 27547 27547.5 2372 17  1.667  1.667  1.000  1.000  1.667  3.333  4.000  2.667    6    6    4    4    6   18   27   12    10  55     87.0     89.5 2
2007 06 04 27548 27548.5 2372 18  2.667  2.000  1.000  1.333  2.000  2.667  2.667  0.667   12    7    4    5    7   12   12    3     8  60     85.7     88.2 2
2007 06 05 27549 27549.5 2372 19  0.333  0.333  0.333  0.333  0.667  0.667  0.333  0.667    2    2    2    2    3    3    2    3     2  62     81.2     83.6 2
2007 06 06 27550 27550.5 2372 20  0.000  0.333  0.333  0.333  0.667  1.000  0.333  0.333    0    2    2    2    3    4    2    2     2  58      0.0      0.0 2
2007 06 07 27551 27551.5 2372 21  0.667  0.333  0.333  0.333  0.667  0.667  0.667  0.667    3    2    2    2    3    3    3    3     3  66     85.5     88.1 2
2007 06 08 27552 27552.5 2372 22  2.667  2.000  1.667  0.667  2.000  2.000  1.667  2.333   12    7    6    3    7    7    6    9     7  60     84.3     86.8 2
2007 06 09 27553 27553.5 2372 23  1.000  1.333  2.000  1.667  2.000  1.333  1.333  2.000    4    5    7    6    7    5    5    7     6  21     78.6     81.0 2
2007 06 10 27554 27554.5 2372 24  3.000  1.667  2.667  1.667  1.000  0.667  1.333  0.667   15    6   12    6    4    3    5    3     7  16     75.9     78.2 2
2007 06 11 27555 27555.5 2372 25  1.000  0.000  0.333  0.333  0.333  1.000  0.667  1.000    4    0    2    2    2    4    3    4     3  16     73.3     75.6 2
2007 06 12 27556 27556.5 2372 26  0.333  0.667  0.333  0.333  0.333  0.333  0.667  0.667    2    3    2    2    2    2    3    3     2  14     70.4     72.6 2
2007 06 13 27557 27557.5 2372 27  0.667  0.333  0.667  1.000  1.000  2.000  3.333  2.000    3    2    3    4    4    7   18    7     6  14     70.9     73.1 2
2007 06 14 27558 27558.5 2373  1  3.000  3.000  2.333  4.333  2.667  3.667  3.333  3.667   15   15    9   32   12   22   18   22    18   0     68.5     70.6 2
2007 06 15 27559 27559.5 2373  2  2.333  2.667  2.333  1.667  1.667  1.333  0.333  1.333    9   12    9    6    6    5    2    5     7   0     69.1     71.3 2
2007 06 16 27560 27560.5 2373  3  2.333  2.000  0.667  0.667  2.333  1.667  1.333  0.667    9    7    3    3    9    6    5    3     6   0     68.0     70.2 2
2007 06 17 27561 27561.5 2373  4  1.667  1.333  1.667  1.667  2.333  1.333  1.333  0.667    6    5    6    6    9    5    5    3     6   0     66.7     68.9 2
2007 06 18 27562 27562.5 2373  5  1.000  0.667  1.000  1.333  0.667  1.667  2.000  1.333    4    3    4    5    3    6    7    5     5   0     66.6     68.8 2
2007 06 19 27563 27563.5 2373  6  2.333  1.333  1.333  1.000  1.333  1.667  0.667  0.333    9    5    5    4    5    6    3    2     5   0     66.4     68.5 2
2007 06 20 27564 27564.5 2373  7  1.000  1.000  1.333  1.000  0.667  1.000  0.333  0.667    4    4    5    4    3    4    2    3     4   0     65.7     67.8 2
2007 06 21 27565 27565.5 2373  8  0.667  2.000  1.667  3.333  3.333  3.333  3.000  4.000    3    7    6   18   18   18   15   27    14   0     65.5     67.6 2
2007 06 22 27566 27566.5 2373  9  3.333  2.333  2.667  3.333  2.000  2.000  2.667  3.333   18    9   12   18    7    7   12   18    13   0     65.3     67.5 2
2007 06 23 27567 27567.5 2373 10  3.000  2.667  2.667  1.333  1.000  1.000  1.333  1.667   15   12   12    5    4    4    5    6     8   0     65.9     68.1 2
2007 06 24 27568 27568.5 2373 11  2.333  1.333  1.000  1.667  1.667  1.000  2.000  1.000    9    5    4    6    6    4    7    4     6   0     66.9     69.1 2
2007 06 25 27569 27569.5 2373 12  1.333  0.333  0.000  0.333  1.000  1.000  0.333  1.000    5    2    0    2    4    4    2    4     3  12     67.6     69.8 2
2007 06 26 27570 27570.5 2373 13  0.000  0.333  0.333  1.333  1.333  0.333  0.667  0.667    0    2    2    5    5    2    3    3     3  14     70.5     72.8 2
2007 06 27 27571 27571.5 2373 14  2.000  1.667  1.333  0.333  0.333  1.000  0.667  1.333    7    6    5    2    2    4    3    5     4  14     73.2     75.7 2
2007 06 28 27572 27572.5 2373 15  1.333  0.667  0.667  0.667  1.667  1.000  0.667  2.000    5    3    3    3    6    4    3    7     4  16     74.9     77.4 2
2007 06 29 27573 27573.5 2373 16  1.000  1.000  1.333  1.000  1.667  2.000  4.000  3.000    4    4    5    4    6    7   27   15     9  32     75.3     77.8 2
2007 06 30 27574 27574.5 2373 17  2.000  1.667  1.333  0.667  0.667  0.667  0.667  0.667    7    6    5    3    3    3    3    3     4  32     74.0     76.4 2
2007 07 01 27575 27575.5 2373 18  0.667  1.000  1.000  1.333  1.000  1.000  0.667  1.333    3    4    4    5    4    4    3    5     4  30     74.3     76.8 2
2007 07 02 27576 27576.5 2373 19  0.333  0.667  1.000  1.000  0.667  0.667  0.000  0.333    2    3    4    4    3    3    0    2     3  17     72.6     75.1 2
2007 07 03 27577 27577.5 2373 20  0.333  1.000  0.667  1.333  1.667  2.667  1.667  3.667    2    4    3    5    6   12    6   22     8  14     71.7     74.2 2
2007 07 04 27578 27578.5 2373 21  3.000  3.333  3.000  4.333  3.000  2.667  2.667  1.000   15   18   15   32   15   12   12    4    15  14     72.4     74.9 2
2007 07 05 27579 27579.5 2373 22  1.333  1.333  1.667  1.333  1.333  0.667  1.000  1.667    5    5    6    5    5    3    4    6     5  14     71.5     73.9 2
2007 07 06 27580 27580.5 2373 23  1.000  1.000  1.000  1.000  1.333  1.667  1.667  1.000    4    4    4    4    5    6    6    4     5  14     71.1     73.5 2
2007 07 07 27581 27581.5 2373 24  1.667  1.667  1.333  0.333  0.667  1.000  1.333  2.000    6    6    5    2    3    4    5    7     5  12     73.1     75.5 2
2007 07 08 27582 27582.5 2373 25  1.667  1.667  1.000  0.667  0.667  0.333  0.667  0.333    6    6    4    3    3    2    3    2     4  16     75.1     77.6 2
2007 07 09 27583 27583.5 2373 26  0.333  0.333  0.333  0.333  0.333  0.333  0.333  0.000    2    2    2    2    2    2    2    0     2  22     77.1     79.7 2
2007 07 10 27584 27584.5 2373 27  0.000  0.333  1.000  0.333  0.667  0.333  1.333  3.333    0    2    4    2    3    2    5   18     4  27     78.1     80.8 2
2007 07 11 27585 27585.5 2374  1  3.667  4.000  4.667  5.000  2.333  3.000  1.667  1.333   22   27   39   48    9   15    6    5    21  27     78.5     81.1 2
2007 07 12 27586 27586.5 2374  2  1.667  1.667  2.333  0.333  1.000  0.667  1.000  1.333    6    6    9    2    4    3    4    5     5  23     76.9     79.5 2
2007 07 13 27587 27587.5 2374  3  0.333  0.667  0.333  0.333  0.333  0.667  1.333  2.667    2    3    2    2    2    3    5   12     4  41     78.0     80.6 2
2007 07 14 27588 27588.5 2374  4  1.667  1.000  1.333  3.000  3.333  4.333  5.333  3.333    6    4    5   15   18   32   56   18    19  42     75.7     78.2 2
2007 07 15 27589 27589.5 2374  5  4.333  3.667  3.000  1.667  1.333  1.333  1.333  1.667   32   22   15    6    5    5    5    6    12  39     74.7     77.1 2
2007 07 16 27590 27590.5 2374  6  1.000  1.333  1.333  1.000  0.667  0.667  1.000  0.333    4    5    5    4    3    3    4    2     4  31     72.9     75.3 2
2007 07 17 27591 27591.5 2374  7  1.333  0.667  0.667  1.000  0.667  0.667  0.667  0.333    5    3    3    4    3    3    3    2     3  17     72.3     74.7 2
2007 07 18 27592 27592.5 2374  8  0.667  0.667  0.667  0.333  0.333  0.333  0.333  0.333    3    3    3    2    2    2    2    2     2  14     69.6     71.8 2
2007 07 19 27593 27593.5 2374  9  0.000  0.000  0.333  0.333  0.667  0.667  0.333  0.667    0    0    2    2    3    3    2    3     2  12     68.3     70.5 2
2007 07 20 27594 27594.5 2374 10  0.333  1.333  3.000  4.000  4.000  2.333  1.667  3.333    2    5   15   27   27    9    6   18    14   0     67.3     69.5 2
2007 07 21 27595 27595.5 2374 11  2.000  3.667  2.333  1.333  2.667  1.333  3.000  1.333    7   22    9    5   12    5   15    5    10   0     66.4     68.6 2
2007 07 22 27596 27596.5 2374 12  0.667  1.000  1.000  0.667  0.333  0.667  0.333  0.000    3    4    4    3    2    3    2    0     3   0     66.2     68.3 2
2007 07 23 27597 27597.5 2374 13  0.333  0.667  0.667  1.000  0.667  0.333  0.667  1.333    2    3    3    4    3    2    3    5     3   0     67.2     69.3 2
2007 07 24 27598 27598.5 2374 14  0.000  0.333  0.333  0.667  1.000  0.667  0.333  0.667    0    2    2    3    4    3    2    3     2   0     68.0     70.2 2
2007 07 25 27599 27599.5 2374 15  0.333  0.333  0.000  0.333  0.667  0.667  0.333  0.000    2    2    0    2    3    3    2    0     2   0     68.6     70.8 2
2007 07 26 27600 27600.5 2374 16  0.000  0.333  0.333  0.667  1.333  3.667  3.667  3.000    0    2    2    3    5   22   22   15     9   0     68.4     70.6 2
2007 07 27 27601 27601.5 2374 17  2.667  3.000  1.667  1.333  2.333  1.333  0.333  0.333   12   15    6    5    9    5    2    2     7   0     68.7     70.9 2
2007 07 28 27602 27602.5 2374 18  1.000  0.667  1.000  0.333  0.333  0.667  0.667  2.000    4    3    4    2    2    3    3    7     4  14     69.9     72.1 2
2007 07 29 27603 27603.5 2374 19  3.333  3.667  2.000  2.667  2.667  2.000  2.667  3.667   18   22    7   12   12    7   12   22    14  14     69.0     71.1 2
2007 07 30 27604 27604.5 2374 20  3.000  3.000  3.000  1.333  1.333  2.333  2.000  1.000   15   15   15    5    5    9    7    4     9  14     68.9     71.0 2
2007 07 31 27605 27605.5 2374 21  0.667  0.667  2.000  1.333  1.667  1.000  1.000  1.667    3    3    7    5    6    4    4    6     5   0     68.0     70.1 2
2007 08 01 27606 27606.5 2374 22  3.667  2.667  3.333  3.000  2.667  2.667  3.000  3.000   22   12   18   15   12   12   15   15    15   0     68.4     70.4 2
2007 08 02 27607 27607.5 2374 23  1.000  1.000  2.000  1.000  2.000  2.000  1.333  0.333    4    4    7    4    7    7    5    2     5   0     69.4     71.5 2
2007 08 03 27608 27608.5 2374 24  1.000  1.333  1.000  0.333  1.333  1.000  0.333  1.000    4    5    4    2    5    4    2    4     4  11     70.4     72.4 2
2007 08 04 27609 27609.5 2374 25  0.333  0.333  0.333  0.333  0.333  0.000  0.000  0.667    2    2    2    2    2    0    0    3     2  11     69.4     71.4 2
2007 08 05 27610 27610.5 2374 26  0.000  0.000  0.000  0.333  0.333  0.333  1.000  1.000    0    0    0    2    2    2    4    4     2  11     68.9     70.9 2
2007 08 06 27611 27611.5 2374 27  0.667  0.333  1.667  1.667  1.667  2.667  4.000  5.667    3    2    6    6    6   12   27   67    16  13     70.0     72.0 2
2007 08 07 27612 27612.5 2375  1  5.000  3.333  4.000  2.333  3.000  3.333  3.667  3.333   48   18   27    9   15   18   22   18    22  13     69.0     71.0 2
2007 08 08 27613 27613.5 2375  2  2.000  2.667  2.000  0.667  1.000  0.667  0.667  1.000    7   12    7    3    4    3    3    4     5  15     69.0     71.0 2
2007 08 09 27614 27614.5 2375  3  1.000  0.333  1.000  1.333  0.333  0.667  1.000  0.667    4    2    4    5    2    3    4    3     3  15     67.4     69.3 2
2007 08 10 27615 27615.5 2375  4  0.333  0.333  1.333  2.333  4.333  4.333  3.667  3.000    2    2    5    9   32   32   22   15    15  15     67.5     69.3 2
2007 08 11 27616 27616.5 2375  5  2.333  2.000  2.333  1.667  2.000  2.333  3.333  2.333    9    7    9    6    7    9   18    9     9  13     67.6     69.5 2
2007 08 12 27617 27617.5 2375  6  1.667  1.333  1.333  2.000  1.000  1.000  0.667  0.333    6    5    5    7    4    4    3    2     4  13     68.1     70.0 2
2007 08 13 27618 27618.5 2375  7  1.000  0.667  0.000  0.333  0.333  0.333  0.333  0.667    4    3    0    2    2    2    2    3     2  13     67.7     69.5 2
2007 08 14 27619 27619.5 2375  8  1.000  0.333  0.667  0.333  0.667  0.667  0.667  2.333    4    2    3    2    3    3    3    9     4   0     68.5     70.3 2
2007 08 15 27620 27620.5 2375  9  2.667  2.667  1.333  1.333  2.000  2.333  2.000  1.667   12   12    5    5    7    9    7    6     8   0     67.6     69.3 2
2007 08 16 27621 27621.5 2375 10  2.000  1.000  1.667  2.000  0.667  0.667  1.333  0.667    7    4    6    7    3    3    5    3     5   0     67.3     69.0 2
2007 08 17 27622 27622.5 2375 11  2.000  0.667  0.000  0.333  0.667  0.667  1.000  1.333    7    3    0    2    3    3    4    5     3   0     67.6     69.3 2
2007 08 18 27623 27623.5 2375 12  1.667  0.333  0.000  0.333  0.000  0.000  0.667  0.333    6    2    0    2    0    0    3    2     2   0     67.9     69.6 2
2007 08 19 27624 27624.5 2375 13  0.000  0.000  0.333  1.000  2.667  1.667  0.333  0.333    0    0    2    4   12    6    2    2     4   0     67.8     69.4 2
2007 08 20 27625 27625.5 2375 14  0.667  0.333  0.333  0.333  0.333  0.333  0.667  1.000    3    2    2    2    2    2    3    4     2   0     69.1     70.7 2
2007 08 21 27626 27626.5 2375 15  2.000  0.667  0.333  1.000  1.333  1.000  0.333  0.667    7    3    2    4    5    4    2    3     4  15     69.3     70.9 2
2007 08 22 27627 27627.5 2375 16  0.000  0.333  0.333  1.000  1.667  1.333  1.000  0.000    0    2    2    4    6    5    4    0     3  13     70.0     71.6 2
2007 08 23 27628 27628.5 2375 17  0.000  0.333  0.333  0.667  0.667  0.000  0.333  0.000    0    2    2    3    3    0    2    0     2  13     70.8     72.4 2
2007 08 24 27629 27629.5 2375 18  0.000  0.667  0.333  0.333  0.000  0.333  0.333  0.000    0    3    2    2    0    2    2    0     1  13     71.6     73.2 2
2007 08 25 27630 27630.5 2375 19  2.333  0.667  0.667  2.000  3.000  1.667  2.333  1.333    9    3    3    7   15    6    9    5     7  13     71.5     73.1 2
2007 08 26 27631 27631.5 2375 20  1.667  1.333  1.667  1.333  2.667  2.667  4.000  3.000    6    5    6    5   12   12   27   15    11  13     70.1     71.6 2
2007 08 27 27632 27632.5 2375 21  3.000  2.333  3.667  2.000  2.000  2.000  4.000  3.000   15    9   22    7    7    7   27   15    14  13     69.2     70.7 2
2007 08 28 27633 27633.5 2375 22  3.000  2.333  2.000  3.667  2.000  1.000  2.000  1.667   15    9    7   22    7    4    7    6    10  13     70.1     71.6 2
2007 08 29 27634 27634.5 2375 23  2.000  0.667  0.667  0.333  1.000  1.000  1.667  1.667    7    3    3    2    4    4    6    6     4  13     69.6     71.0 2
2007 08 30 27635 27635.5 2375 24  1.667  2.000  1.000  0.667  0.667  0.333  0.667  1.333    6    7    4    3    3    2    3    5     4  13     71.6     73.0 2
2007 08 31 27636 27636.5 2375 25  1.667  1.000  1.000  1.333  0.667  1.333  2.667  2.333    6    4    4    5    3    5   12    9     6  28     70.8     72.2 2
2007 09 01 27637 27637.5 2375 26  2.000  1.333  2.333  2.333  2.333  2.333  2.667  3.667    7    5    9    9    9    9   12   22    10  24     70.8     72.1 2
2007 09 02 27638 27638.5 2375 27  4.667  4.667  3.000  3.667  4.000  2.667  4.000  2.333   39   39   15   22   27   12   27    9    24  13     69.4     70.6 2
2007 09 03 27639 27639.5 2376  1  2.333  2.667  2.000  2.667  2.667  2.333  1.333  2.667    9   12    7   12   12    9    5   12    10  13     68.0     69.1 2
2007 09 04 27640 27640.5 2376  2  2.000  1.667  1.667  1.667  1.000  0.667  1.000  1.667    7    6    6    6    4    3    4    6     5  13     68.2     69.4 2
2007 09 05 27641 27641.5 2376  3  2.667  3.000  3.333  2.333  2.333  1.333  2.333  2.000   12   15   18    9    9    5    9    7    10  13     67.6     68.8 2
2007 09 06 27642 27642.5 2376  4  3.000  2.333  1.000  2.000  1.333  2.667  2.667  4.000   15    9    4    7    5   12   12   27    11   0     66.7     67.8 2
2007 09 07 27643 27643.5 2376  5  4.333  3.667  1.333  1.333  1.667  2.667  1.667  1.000   32   22    5    5    6   12    6    4    12   0     67.1     68.2 2
2007 09 08 27644 27644.5 2376  6  2.000  1.667  2.000  1.667  1.333  2.000  1.667  0.667    7    6    7    6    5    7    6    3     6   0     66.6     67.6 2
2007 09 09 27645 27645.5 2376  7  0.000  0.000  0.333  0.667  0.667  0.667  0.000  0.667    0    0    2    3    3    3    0    3     2   0     66.7     67.7 2
2007 09 10 27646 27646.5 2376  8  0.667  0.333  0.667  0.667  0.333  0.333  0.333  0.333    3    2    3    3    2    2    2    2     2   0     66.9     67.9 2
2007 09 11 27647 27647.5 2376  9  0.000  0.000  0.667  0.667  0.667  0.667  0.667  0.667    0    0    3    3    3    3    3    3     2   0     66.1     67.0 2
2007 09 12 27648 27648.5 2376 10  1.000  1.000  0.667  0.667  0.333  0.000  0.000  0.333    4    4    3    3    2    0    0    2     2   0     65.9     66.7 2
2007 09 13 27649 27649.5 2376 11  0.000  0.000  0.000  0.333  0.000  0.000  1.000  0.667    0    0    0    2    0    0    4    3     1   0     66.4     67.2 2
2007 09 14 27650 27650.5 2376 12  1.000  0.000  0.000  0.667  0.667  2.333  2.333  2.000    4    0    0    3    3    9    9    7     4   0     66.8     67.6 2
2007 09 15 27651 27651.5 2376 13  2.000  0.333  0.333  0.667  1.000  1.333  1.000  1.667    7    2    2    3    4    5    4    6     4   0     67.7     68.5 2
2007 09 16 27652 27652.5 2376 14  1.333  1.000  0.000  0.333  0.333  0.667  1.000  0.000    5    4    0    2    2    3    4    0     2   0     67.0     67.8 2
2007 09 17 27653 27653.5 2376 15  0.000  0.000  0.000  0.333  0.667  0.333  1.000  2.000    0    0    0    2    3    2    4    7     2   0     66.9     67.6 2
2007 09 18 27654 27654.5 2376 16  3.000  1.333  0.000  0.333  0.667  0.333  0.000  0.000   15    5    0    2    3    2    0    0     3   0     66.5     67.1 2
2007 09 19 27655 27655.5 2376 17  0.333  1.667  1.333  1.000  1.333  0.667  0.333  0.000    2    6    5    4    5    3    2    0     3   0     66.8     67.4 2
2007 09 20 27656 27656.5 2376 18  0.000  1.000  0.333  1.667  2.667  3.000  4.000  3.333    0    4    2    6   12   15   27   18    10   0     66.8     67.4 2
2007 09 21 27657 27657.5 2376 19  2.667  1.667  1.667  1.333  2.000  2.000  2.333  3.667   12    6    6    5    7    7    9   22     9   0     66.9     67.4 2
2007 09 22 27658 27658.5 2376 20  3.000  2.667  2.667  1.667  2.333  2.667  3.667  2.667   15   12   12    6    9   12   22   12    12   0     66.7     67.2 2
2007 09 23 27659 27659.5 2376 21  3.333  4.333  4.000  2.667  2.000  1.000  2.000  3.333   18   32   27   12    7    4    7   18    16   0     66.3     66.8 2
2007 09 24 27660 27660.5 2376 22  3.333  3.667  2.333  1.333  2.333  2.333  1.667  2.000   18   22    9    5    9    9    6    7    11   0     66.1     66.5 2
2007 09 25 27661 27661.5 2376 23  2.667  1.667  1.333  1.000  0.667  1.333  2.667  2.667   12    6    5    4    3    5   12   12     7   0     66.2     66.6 2
2007 09 26 27662 27662.5 2376 24  2.000  1.333  0.667  1.000  0.333  0.000  1.000  0.333    7    5    3    4    2    0    4    2     3   0     66.5     66.8 2
2007 09 27 27663 27663.5 2376 25  0.667  0.000  0.000  2.667  1.667  5.000  4.667  4.333    3    0    0   12    6   48   39   32    18   0     67.1     67.4 2
2007 09 28 27664 27664.5 2376 26  4.000  3.667  4.667  2.000  1.333  2.667  4.333  5.000   27   22   39    7    5   12   32   48    24  15     67.2     67.4 2
2007 09 29 27665 27665.5 2376 27  4.667  5.000  5.000  4.000  4.000  2.667  3.667  3.333   39   48   48   27   27   12   22   18    30  15     67.6     67.8 2
2007 09 30 27666 27666.5 2377  1  3.333  3.333  3.667  2.000  1.667  1.667  2.667  2.333   18   18   22    7    6    6   12    9    12  15     65.0     65.1 2
2007 10 01 27667 27667.5 2377  2  2.667  2.333  1.667  2.000  1.667  2.000  1.333  1.667   12    9    6    7    6    7    5    6     7   0     67.7     67.8 2
2007 10 02 27668 27668.5 2377  3  2.000  1.667  1.667  1.000  0.000  0.000  1.333  3.000    7    6    6    4    0    0    5   15     5   0     66.4     66.5 2
2007 10 03 27669 27669.5 2377  4  3.333  3.667  3.333  2.333  4.000  2.333  2.667  3.333   18   22   18    9   27    9   12   18    17   0     67.3     67.3 2
2007 10 04 27670 27670.5 2377  5  3.667  3.000  2.000  2.667  2.000  2.667  2.333  0.333   22   15    7   12    7   12    9    2    11   0     67.3     67.4 2
2007 10 05 27671 27671.5 2377  6  2.000  3.000  2.000  1.000  1.667  0.667  1.667  0.333    7   15    7    4    6    3    6    2     6   0     67.8     67.8 2
2007 10 06 27672 27672.5 2377  7  0.667  0.333  1.000  1.333  1.000  0.667  1.333  1.333    3    2    4    5    4    3    5    5     4  19     69.0     68.9 2
2007 10 07 27673 27673.5 2377  8  1.000  0.000  0.667  0.333  1.000  0.000  0.000  0.000    4    0    3    2    4    0    0    0     2  16     68.1     68.1 2
