# PURPOSE: This file distributes the geomagnetic planetary three-hour index Kp and associated geomagnetic indices as well as relevant solar indices.
# LICENSE: CC BY 4.0, except for the sunspot numbers contained in this file, which have the CC BY-NC 4.0 license
# SOURCE: Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences
# PLEASE CITE: Matzka, J., Stolle, C., Yamazaki, Y., Bronkalla, O. and Morschhauser, A., 2021. The geomagnetic Kp index 
# and derived indices of geomagnetic activity. Space Weather, https://doi.org/10.1029/2020SW002641
#
# Kp, ap and Ap
# The three-hourly equivalent planetary amplitude ap is derived from Kp and the daily equivalent planetary amplitude Ap is the daily mean of ap.
# Kp is unitless. Ap and ap are unitless and can be multiplied by 2 nT to yield the average geomagnetic disturbance at 50 degree geomagnetic latitude.
# Kp, ap and Ap were introduced by Bartels (1949, 1957) and are produced by Geomagnetic Observatory Niemegk, GFZ German Research Centre for Geosciences.
# Described in: Matzka et al. (2021), see reference above.
# Data publication: Matzka, J., Bronkalla, O., Tornow, K., Elger, K. and Stolle, C., 2021. Geomagnetic Kp index. V. 1.0. GFZ Data Services, 
# https://doi.org/10.5880/Kp.0001
# Note: the most recent values are nowcast values and will be replaced by definitive values as soon as they become available.
# 
# International Sunspot Number SN
# The international sunspot number SN (written with subscript N) is given as the daily total sunspot number version 2.0 introduced in 2015.
# The sunspot data is available under the licence CC BY-NC 4.0 from WDC-SILSO, Royal Observatory of Belgium, Brussels. Described in:
# Clette, F., Lefevre, L., 2016. The New Sunspot Number: assembling all corrections. Solar Physics, 291, https://doi.org/10.1007/s11207-016-1014-y 
# Note: the most recent values are preliminary and replaced by definitive values as soon as they become available.
#
# F10.7 Solar Radio Flux
# Local noon-time observed (F10.7obs) and adjusted (F10.7adj) solar radio flux F10.7 in s.f.u. (10^-22 W m^-2 Hz^-1) is provided by 
# Dominion Radio Astrophysical Observatory and Natural Resources Canada.
# Described in: Tapping, K.F., 2013. The 10.7 cm solar radio flux (F10.7). Space Weather, 11, 394-406, https://doi.org/10.1002/swe.20064 
# Note: For ionospheric and atmospheric studies the use of F10.7obs is recommended.
# 
# Short file description (for a detailed file description, see Kp_ap_Ap_SN_F107_format.txt):
# 40 header lines, all starting with #
# ASCII, blank separated and fixed length, missing data indicated by -1.000 for Kp, -1 for ap and SN, -1.0 for F10.7
# YYYY MM DD is date of UT day, days is days since 1932-01-01 00:00 UT to start of UT day, days_m is days since 1932-01-01 00:00 UT to midday of UT day
# BSR is Bartels solar rotation number, dB is day within BSR 
# Kp1 to Kp8 (Kp for the eight eighth of the UT day), ap1 to ap8 (ap for the eight eighth of the UT day), Ap, SN, F10.7obs, F10.7adj
# D indicates if the Kp and SN values are definitive or preliminary. D=0: Kp and SN preliminary; D=1: Kp definitive, SN preliminary; D=2 Kp and SN definitive
#
#
# The format for each line is (i stands for integer, f for float):
#iii ii ii iiiii fffff.f iiii ii ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff ff.fff iiii iiii iiii iiii iiii iiii iiii iiii  iiii iii ffffff.f ffffff.f i
# The parameters in each line are:
#YYY MM DD  days  days_m  Bsr dB    Kp1    Kp2    Kp3    Kp4    Kp5    Kp6    Kp7    Kp8  ap1  ap2  ap3  ap4  ap5  ap6  ap7  ap8    Ap  SN F10.7obs F10.7adj D
2007 01 21 27414 27414.5 2367 19  2.333  3.000  3.000  2.000  1.667  1.667  1.667  0.333    9   15   15    7    6    6    6    2     8  19     78.6     76.1 2
2007 01 22 27415 27415.5 2367 20  0.667  0.000  1.000  1.000  0.667  0.667  1.667  0.000    3    0    4    4    3    3    6    0     3  21     78.5     76.0 2
2007 01 23 27416 27416.5 2367 21  1.333  2.000  0.333  1.000  0.333  0.333  0.000  0.000    5    7    2    4    2    2    0    0     3  17     79.3     76.8 2
2007 01 24 27417 27417.5 2367 22  0.000  0.000  0.333  0.667  0.333  1.000  1.000  0.667    0    0    2    3    2    4    4    3     2  19     80.4     77.9 2
2007 01 25 27418 27418.5 2367 23  0.000  0.000  0.333  1.000  0.333  0.333  0.333  1.667    0    0    2    4    2    2    2    6     2  14     79.9     77.5 2
2007 01 26 27419 27419.5 2367 24  0.667  0.333  1.000  0.667  1.000  0.667  0.000  1.000    3    2    4    3    4    3    0    4     3  12     79.7     77.3 2
2007 01 27 27420 27420.5 2367 25  0.667  2.000  0.333  0.667  0.667  0.000  0.667  2.000    3    7    2    3    3    0    3    7     4  12     80.5     78.0 2
2007 01 28 27421 27421.5 2367 26  2.333  2.000  0.667  0.667  0.333  0.333  1.333  1.667    9    7    3    3    2    2    5    6     5  14     81.7     79.3 2
2007 01 29 27422 27422.5 2367 27  3.333  2.333  3.000  2.000  5.333  5.333  4.667  4.000   18    9   15    7   56   56   39   27    28  31     86.7     84.1 2
2007 01 30 27423 27423.5 2368  1  3.667  4.333  4.000  3.333  3.667  3.333  3.667  4.000   22   32   27   18   22   18   22   27    24  35     87.5     84.9 2
2007 01 31 27424 27424.5 2368  2  3.333  3.000  3.333  3.333  3.000  4.000  4.000  3.333   18   15   18   18   15   27   27   18    20  35     89.2     86.6 2
2007 02 01 27425 27425.5 2368  3  3.000  1.667  2.333  2.333  1.333  1.000  2.333  2.667   15    6    9    9    5    4    9   12     9  38     89.9     87.3 2
2007 02 02 27426 27426.5 2368  4  0.667  1.000  1.667  1.000  0.667  1.333  0.667  1.000    3    4    6    4    3    5    3    4     4  41     90.3     87.7 2
2007 02 03 27427 27427.5 2368  5  1.667  1.667  0.667  0.667  0.000  0.000  0.000  0.000    6    6    3    3    0    0    0    0     2  36     87.3     84.8 2
2007 02 04 27428 27428.5 2368  6  0.333  0.333  1.000  1.000  0.000  0.000  0.333  0.667    2    2    4    4    0    0    2    3     2  29     83.7     81.3 2
2007 02 05 27429 27429.5 2368  7  1.000  1.333  1.000  1.000  2.000  1.667  2.000  2.000    4    5    4    4    7    6    7    7     6  27     83.0     80.7 2
2007 02 06 27430 27430.5 2368  8  1.667  2.667  2.667  2.000  0.333  1.000  1.000  0.667    6   12   12    7    2    4    4    3     6  26     81.9     79.6 2
2007 02 07 27431 27431.5 2368  9  3.000  2.000  2.667  3.000  2.333  2.333  3.667  2.667   15    7   12   15    9    9   22   12    13  26     82.0     79.8 2
2007 02 08 27432 27432.5 2368 10  2.333  3.333  2.333  2.000  2.000  2.667  1.333  1.000    9   18    9    7    7   12    5    4     9  14     78.4     76.3 2
2007 02 09 27433 27433.5 2368 11  1.667  2.667  2.000  1.000  0.333  0.667  1.333  1.000    6   12    7    4    2    3    5    4     5  12     76.7     74.6 2
2007 02 10 27434 27434.5 2368 12  2.000  1.000  0.333  0.333  0.333  1.667  1.667  1.000    7    4    2    2    2    6    6    4     4  12     75.9     73.9 2
2007 02 11 27435 27435.5 2368 13  0.000  0.667  0.000  0.000  0.000  0.000  1.667  1.667    0    3    0    0    0    0    6    6     2   0     74.7     72.8 2
2007 02 12 27436 27436.5 2368 14  0.333  0.333  0.333  2.333  3.000  2.667  2.000  3.000    2    2    2    9   15   12    7   15     8   0     73.6     71.8 2
2007 02 13 27437 27437.5 2368 15  3.000  3.000  2.333  2.000  1.667  3.333  4.333  5.667   15   15    9    7    6   18   32   67    21   0     72.7     70.9 2
2007 02 14 27438 27438.5 2368 16  4.333  3.000  3.000  3.333  2.333  3.333  4.333  2.333   32   15   15   18    9   18   32    9    18   0     72.7     70.9 2
2007 02 15 27439 27439.5 2368 17  2.667  4.333  2.000  2.667  2.000  2.333  3.000  2.333   12   32    7   12    7    9   15    9    13   0     73.6     71.8 2
2007 02 16 27440 27440.5 2368 18  2.000  2.000  1.667  1.000  2.000  1.667  2.333  3.000    7    7    6    4    7    6    9   15     8   0     74.7     72.9 2
2007 02 17 27441 27441.5 2368 19  2.667  2.667  1.333  1.333  2.667  2.333  1.333  2.667   12   12    5    5   12    9    5   12     9  14     75.3     73.5 2
2007 02 18 27442 27442.5 2368 20  1.667  0.000  1.000  1.667  1.333  1.667  1.667  1.333    6    0    4    6    5    6    6    5     5  14     75.8     74.1 2
2007 02 19 27443 27443.5 2368 21  0.000  0.000  0.333  0.667  1.333  1.667  0.333  0.667    0    0    2    3    5    6    2    3     3  34     74.9     73.2 2
2007 02 20 27444 27444.5 2368 22  0.000  0.333  0.000  0.667  0.333  0.667  0.000  1.000    0    2    0    3    2    3    0    4     2  29     74.7     73.1 2
2007 02 21 27445 27445.5 2368 23  0.333  0.667  0.000  0.000  0.000  0.000  0.000  0.000    2    3    0    0    0    0    0    0     1  17     74.8     73.2 2
2007 02 22 27446 27446.5 2368 24  0.000  0.000  0.000  0.000  0.667  1.333  0.667  1.667    0    0    0    0    3    5    3    6     2  27     75.5     73.9 2
2007 02 23 27447 27447.5 2368 25  1.667  0.667  0.000  0.000  0.333  0.667  1.000  0.667    6    3    0    0    2    3    4    3     3  26     75.1     73.6 2
2007 02 24 27448 27448.5 2368 26  2.000  0.000  0.333  0.333  0.333  0.000  0.333  0.333    7    0    2    2    2    0    2    2     2  14     75.5     73.9 2
2007 02 25 27449 27449.5 2368 27  1.333  0.667  0.333  0.000  0.667  0.667  1.667  0.667    5    3    2    0    3    3    6    3     3  14     76.6     75.1 2
2007 02 26 27450 27450.5 2369  1  3.000  3.333  1.667  1.667  0.000  0.000  0.000  0.000   15   18    6    6    0    0    0    0     6  26     75.4     73.9 2
2007 02 27 27451 27451.5 2369  2  0.000  0.333  3.000  2.000  1.333  3.000  3.667  4.000    0    2   15    7    5   15   22   27    12  26     74.8     73.4 2
2007 02 28 27452 27452.5 2369  3  3.667  4.333  4.333  3.667  2.667  3.000  3.000  4.000   22   32   32   22   12   15   15   27    22  14     75.8     74.4 2
2007 03 01 27453 27453.5 2369  4  4.333  2.667  2.667  2.000  2.667  2.333  0.667  0.667   32   12   12    7   12    9    3    3    11  11     74.8     73.4 2
2007 03 02 27454 27454.5 2369  5  0.000  1.333  2.000  1.000  1.000  0.667  1.333  1.333    0    5    7    4    4    3    5    5     4  11     75.5     74.2 2
2007 03 03 27455 27455.5 2369  6  0.000  0.000  0.333  0.000  0.667  0.667  0.333  0.667    0    0    2    0    3    3    2    3     2  11     73.3     72.0 2
2007 03 04 27456 27456.5 2369  7  0.000  0.333  1.000  1.000  1.000  0.333  1.333  2.000    0    2    4    4    4    2    5    7     4  13     72.5     71.3 2
2007 03 05 27457 27457.5 2369  8  3.000  0.667  0.667  3.000  2.000  1.667  3.667  2.333   15    3    3   15    7    6   22    9    10  27     71.9     70.8 2
2007 03 06 27458 27458.5 2369  9  3.667  4.667  2.333  3.667  3.667  1.667  1.000  3.333   22   39    9   22   22    6    4   18    18  22     71.9     70.8 2
2007 03 07 27459 27459.5 2369 10  3.667  3.333  3.333  3.333  3.000  3.333  2.667  2.667   22   18   18   18   15   18   12   12    17   0     72.9     71.8 2
2007 03 08 27460 27460.5 2369 11  2.667  2.000  0.667  0.667  0.333  0.333  1.000  0.333   12    7    3    3    2    2    4    2     4   0     72.5     71.4 2
2007 03 09 27461 27461.5 2369 12  0.000  0.333  0.000  0.000  0.667  0.667  1.000  1.000    0    2    0    0    3    3    4    4     2   0     71.6     70.6 2
2007 03 10 27462 27462.5 2369 13  1.667  1.000  1.000  1.000  0.667  1.000  2.000  1.000    6    4    4    4    3    4    7    4     4   0     71.2     70.2 2
2007 03 11 27463 27463.5 2369 14  0.667  0.333  1.000  2.667  2.333  2.333  2.667  2.333    3    2    4   12    9    9   12    9     8  14     71.0     70.1 2
2007 03 12 27464 27464.5 2369 15  1.333  2.333  1.000  2.667  3.667  2.667  3.000  3.000    5    9    4   12   22   12   15   15    12  13     71.2     70.3 2
2007 03 13 27465 27465.5 2369 16  5.000  4.000  4.000  4.000  3.333  3.333  3.000  3.000   48   27   27   27   18   18   15   15    24   0     71.4     70.6 2
2007 03 14 27466 27466.5 2369 17  3.333  3.333  2.000  2.667  3.000  2.333  2.333  1.000   18   18    7   12   15    9    9    4    12   0     70.0     69.2 2
2007 03 15 27467 27467.5 2369 18  1.333  2.333  2.667  2.000  2.000  2.000  2.667  3.333    5    9   12    7    7    7   12   18    10   0     69.2     68.5 2
2007 03 16 27468 27468.5 2369 19  4.000  3.667  1.000  1.000  2.333  1.000  1.667  3.667   27   22    4    4    9    4    6   22    12   0     68.7     68.0 2
2007 03 17 27469 27469.5 2369 20  3.000  2.667  1.667  1.667  1.667  1.667  1.333  0.000   15   12    6    6    6    6    5    0     7   0     69.3     68.6 2
2007 03 18 27470 27470.5 2369 21  0.667  0.333  0.667  0.667  1.333  1.333  0.667  0.667    3    2    3    3    5    5    3    3     3   0     70.5     69.8 2
2007 03 19 27471 27471.5 2369 22  0.000  0.667  0.333  1.000  0.333  0.333  0.333  0.667    0    3    2    4    2    2    2    3     2   0     70.1     69.5 2
2007 03 20 27472 27472.5 2369 23  0.000  0.000  0.000  0.000  0.333  0.333  0.333  0.333    0    0    0    0    2    2    2    2     1   0     72.6     72.0 2
2007 03 21 27473 27473.5 2369 24  0.000  0.000  0.667  0.333  0.667  0.333  0.000  0.000    0    0    3    2    3    2    0    0     1   0     72.8     72.3 2
2007 03 22 27474 27474.5 2369 25  1.000  1.000  0.333  0.667  0.333  1.333  0.667  0.333    4    4    2    3    2    5    3    2     3   0     72.5     72.0 2
2007 03 23 27475 27475.5 2369 26  0.333  1.333  1.333  2.333  2.667  3.333  2.333  3.333    2    5    5    9   12   18    9   18    10  13     72.5     72.0 2
2007 03 24 27476 27476.5 2369 27  4.000  4.667  3.667  3.667  3.667  1.667  1.333  1.333   27   39   22   22   22    6    5    5    18  13     72.8     72.4 2
2007 03 25 27477 27477.5 2370  1  2.333  1.333  2.000  4.333  3.333  1.333  1.000  1.333    9    5    7   32   18    5    4    5    11   0     73.7     73.3 2
2007 03 26 27478 27478.5 2370  2  1.000  1.667  1.333  1.667  2.000  4.333  3.000  2.333    4    6    5    6    7   32   15    9    10  14     73.8     73.5 2
2007 03 27 27479 27479.5 2370  3  2.000  2.667  2.667  3.333  1.333  2.000  3.333  1.667    7   12   12   18    5    7   18    6    11  13     73.3     73.0 2
2007 03 28 27480 27480.5 2370  4  3.000  3.000  2.000  1.333  0.667  1.000  1.000  0.333   15   15    7    5    3    4    4    2     7  13     74.6     74.3 2
2007 03 29 27481 27481.5 2370  5  1.000  0.667  0.000  0.333  0.333  0.333  0.667  1.333    4    3    0    2    2    2    3    5     3  13     73.8     73.6 2
2007 03 30 27482 27482.5 2370  6  2.667  1.667  1.333  1.667  1.333  0.333  0.000  0.000   12    6    5    6    5    2    0    0     4  11     74.1     73.9 2
2007 03 31 27483 27483.5 2370  7  0.000  0.333  1.000  0.667  1.333  0.667  0.667  2.000    0    2    4    3    5    3    3    7     3  11     73.2     73.1 2
2007 04 01 27484 27484.5 2370  8  5.000  4.333  4.333  3.667  4.000  3.333  3.667  4.333   48   32   32   22   27   18   22   32    29  16     71.7     71.6 2
2007 04 02 27485 27485.5 2370  9  4.000  5.000  4.000  3.333  3.000  2.333  3.333  3.333   27   48   27   18   15    9   18   18    22   0     71.2     71.1 2
2007 04 03 27486 27486.5 2370 10  3.000  3.333  2.333  1.667  1.667  3.667  2.333  1.667   15   18    9    6    6   22    9    6    11   0     70.8     70.8 2
2007 04 04 27487 27487.5 2370 11  3.333  3.333  1.667  1.667  1.667  1.333  1.667  2.000   18   18    6    6    6    5    6    7     9   0     70.7     70.8 2
2007 04 05 27488 27488.5 2370 12  1.333  1.333  1.333  0.333  0.667  0.667  0.333  1.000    5    5    5    2    3    3    2    4     4   0     70.9     71.0 2
2007 04 06 27489 27489.5 2370 13  1.333  1.667  1.000  0.667  0.333  0.333  1.000  1.000    5    6    4    3    2    2    4    4     4   0     71.0     71.1 2
2007 04 07 27490 27490.5 2370 14  2.667  1.000  0.000  0.000  0.667  0.333  0.000  0.333   12    4    0    0    3    2    0    2     3   0     71.2     71.4 2
2007 04 08 27491 27491.5 2370 15  0.000  0.000  0.667  0.667  0.667  0.667  0.333  2.000    0    0    3    3    3    3    2    7     3   0     71.1     71.3 2
2007 04 09 27492 27492.5 2370 16  3.667  3.333  3.000  2.333  1.333  0.667  0.667  1.000   22   18   15    9    5    3    3    4    10   0     69.9     70.2 2
2007 04 10 27493 27493.5 2370 17  2.000  0.333  0.000  1.667  2.667  2.667  2.000  2.333    7    2    0    6   12   12    7    9     7   0     69.4     69.7 2
2007 04 11 27494 27494.5 2370 18  2.333  2.000  0.667  0.667  0.333  0.333  0.333  0.333    9    7    3    3    2    2    2    2     4   0     69.1     69.5 2
2007 04 12 27495 27495.5 2370 19  2.333  2.333  1.667  2.667  3.667  2.333  1.667  0.667    9    9    6   12   22    9    6    3    10   0     68.3     68.6 2
2007 04 13 27496 27496.5 2370 20  0.667  0.000  0.333  0.333  0.333  0.000  0.000  0.000    3    0    2    2    2    0    0    0     1   0     68.3     68.6 2
2007 04 14 27497 27497.5 2370 21  0.000  1.000  0.667  0.000  1.333  1.667  0.667  2.333    0    4    3    0    5    6    3    9     4   0     68.2     68.6 2
2007 04 15 27498 27498.5 2370 22  2.000  2.000  1.333  1.333  1.000  1.000  0.333  0.000    7    7    5    5    4    4    2    0     4   0     69.3     69.8 2
2007 04 16 27499 27499.5 2370 23  0.000  0.000  0.000  0.000  0.333  0.000  0.000  0.000    0    0    0    0    2    0    0    0     0   0     69.3     69.8 2
2007 04 17 27500 27500.5 2370 24  0.000  1.000  1.667  2.000  3.333  2.667  2.667  2.667    0    4    6    7   18   12   12   12     9  11     69.2     69.8 2
2007 04 18 27501 27501.5 2370 25  3.000  3.333  1.000  1.333  1.000  1.333  2.333  2.667   15   18    4    5    4    5    9   12     9   0     68.8     69.3 2
2007 04 19 27502 27502.5 2370 26  2.667  2.000  1.333  1.000  1.000  0.333  0.667  1.000   12    7    5    4    4    2    3    4     5   0     68.3     68.9 2
2007 04 20 27503 27503.5 2370 27  1.333  1.333  0.667  0.000  0.333  0.333  0.000  1.333    5    5    3    0    2    2    0    5     3   0     68.5     69.1 2
2007 04 21 27504 27504.5 2371  1  0.333  1.000  0.000  0.000  0.000  0.333  0.333  0.667    2    4    0    0    0    2    2    3     2   0     68.7     69.4 2
2007 04 22 27505 27505.5 2371  2  2.333  2.333  1.333  2.000  2.000  2.667  2.667  2.667    9    9    5    7    7   12   12   12     9   0     68.9     69.7 2
2007 04 23 27506 27506.5 2371  3  4.000  5.000  4.333  1.333  0.667  1.333  0.333  0.333   27   48   32    5    3    5    2    2    16   0     69.1     69.8 2
2007 04 24 27507 27507.5 2371  4  1.333  0.667  0.667  0.667  0.667  1.000  1.667  1.333    5    3    3    3    3    4    6    5     4   0     73.2     74.0 2
2007 04 25 27508 27508.5 2371  5  2.000  1.667  0.667  0.667  2.333  2.000  0.667  0.333    7    6    3    3    9    7    3    2     5  13     76.5     77.4 2
2007 04 26 27509 27509.5 2371  6  2.667  0.667  0.667  1.000  1.333  2.333  2.000  1.667   12    3    3    4    5    9    7    6     6  16     80.5     81.5 2
2007 04 27 27510 27510.5 2371  7  2.000  1.333  0.667  2.667  2.000  3.667  4.000  5.000    7    5    3   12    7   22   27   48    16  18     82.7     83.8 2
2007 04 28 27511 27511.5 2371  8  4.667  3.667  4.000  4.333  4.000  3.667  3.667  4.333   39   22   27   32   27   22   22   32    28  23     84.9     86.1 2
2007 04 29 27512 27512.5 2371  9  4.000  4.000  4.667  3.333  2.667  2.333  3.000  3.333   27   27   39   18   12    9   15   18    21  32     84.8     86.0 2
2007 04 30 27513 27513.5 2371 10  4.333  4.000  4.000  2.000  2.000  2.333  1.333  1.000   32   27   27    7    7    9    5    4    15  34     87.0     88.2 2
2007 05 01 27514 27514.5 2371 11  2.333  2.667  2.333  0.667  1.000  1.667  1.333  1.667    9   12    9    3    4    6    5    6     7  33     86.3     87.6 2
2007 05 02 27515 27515.5 2371 12  1.000  1.000  0.000  0.333  0.333  0.667  0.000  0.333    4    4    0    2    2    3    0    2     2  33     87.4     88.8 2
2007 05 03 27516 27516.5 2371 13  0.667  0.333  1.333  0.667  1.000  1.667  1.333  0.667    3    2    5    3    4    6    5    3     4  20     83.1     84.4 2
2007 05 04 27517 27517.5 2371 14  1.000  0.333  0.000  1.000  0.667  0.333  1.000  0.000    4    2    0    4    3    2    4    0     2  18     82.5     83.9 2
2007 05 05 27518 27518.5 2371 15  0.667  0.667  0.667  0.333  0.000  0.000  0.000  0.667    3    3    3    2    0    0    0    3     2  17     81.0     82.4 2
2007 05 06 27519 27519.5 2371 16  0.333  0.000  0.000  0.000  0.000  0.333  0.333  0.667    2    0    0    0    0    2    2    3     1  15     78.1     79.4 2
2007 05 07 27520 27520.5 2371 17  0.667  1.000  3.000  2.333  3.000  5.000  3.000  3.333    3    4   15    9   15   48   15   18    16  13     75.7     77.1 2
2007 05 08 27521 27521.5 2371 18  2.333  4.000  3.333  2.333  3.000  2.333  2.667  2.333    9   27   18    9   15    9   12    9    14  15     73.4     74.7 2
2007 05 09 27522 27522.5 2371 19  1.333  1.333  1.667  1.333  1.333  1.333  1.000  1.000    5    5    6    5    5    5    4    4     5  18     72.1     73.5 2
2007 05 10 27523 27523.5 2371 20  0.667  0.000  0.000  0.333  0.333  1.000  2.333  1.000    3    0    0    2    2    4    9    4     3  20     71.2     72.6 2
